exam_type,year,subject,section,topic,question_number,question_text,option_A,option_B,option_C,option_D,correct_answer,theory_answer_guide,marks_allocated,difficulty_level,explanation
NECO,2022,Mathematics,Theory,Algebra,1,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,15,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2022,Mathematics,Theory,Algebra,2,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,20,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2022,Mathematics,Theory,Algebra,3,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,18,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2022,Mathematics,Theory,Algebra,4,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,20,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2022,Mathematics,Theory,Algebra,5,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,15,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
NECO,2022,English,Objective,Grammar,1,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,2,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,3,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,4,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,5,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,6,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,7,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,8,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,9,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Objective,Grammar,10,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Moderate,‘He’ takes singular verb ‘goes’.
NECO,2022,English,Theory,Comprehension,1,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",11,Moderate,Focus on moral and civic examples.
NECO,2022,English,Theory,Comprehension,2,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",16,Moderate,Focus on moral and civic examples.
NECO,2022,English,Theory,Comprehension,3,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",17,Moderate,Focus on moral and civic examples.
NECO,2022,English,Theory,Comprehension,4,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",20,Moderate,Focus on moral and civic examples.
NECO,2022,English,Theory,Comprehension,5,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",17,Moderate,Focus on moral and civic examples.
NECO,2022,Biology,Objective,Cell Biology,1,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,2,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,3,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,4,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,5,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,6,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,7,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,8,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,9,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Objective,Cell Biology,10,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Hard,The heart pumps blood.
NECO,2022,Biology,Theory,Cell Biology,1,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,17,Easy,Light and chlorophyll are essential factors.
NECO,2022,Biology,Theory,Cell Biology,2,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,15,Easy,Light and chlorophyll are essential factors.
NECO,2022,Biology,Theory,Cell Biology,3,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,12,Easy,Light and chlorophyll are essential factors.
NECO,2022,Biology,Theory,Cell Biology,4,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,19,Easy,Light and chlorophyll are essential factors.
NECO,2022,Biology,Theory,Cell Biology,5,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,12,Easy,Light and chlorophyll are essential factors.
NECO,2022,Biology,Practical,Genetics,1,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",23,Easy,Award marks for accuracy and labeling.
NECO,2022,Biology,Practical,Genetics,2,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",18,Easy,Award marks for accuracy and labeling.
NECO,2022,Biology,Practical,Genetics,3,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",21,Easy,Award marks for accuracy and labeling.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,1,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,2,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,3,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,4,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,5,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,6,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,7,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,8,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,9,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Objective,Acid-Base Reactions,10,What is the pH of a neutral solution?,7,0,14,1,A,,1,Moderate,Neutral solutions have pH 7.
NECO,2022,Chemistry,Theory,Inorganic,1,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,19,Moderate,"Apparatus: test tube, delivery tube, gas jar."
NECO,2022,Chemistry,Theory,Inorganic,2,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,18,Moderate,"Apparatus: test tube, delivery tube, gas jar."
NECO,2022,Chemistry,Theory,Inorganic,3,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,19,Moderate,"Apparatus: test tube, delivery tube, gas jar."
NECO,2022,Chemistry,Theory,Inorganic,4,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Moderate,"Apparatus: test tube, delivery tube, gas jar."
NECO,2022,Chemistry,Theory,Inorganic,5,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,19,Moderate,"Apparatus: test tube, delivery tube, gas jar."
NECO,2022,Chemistry,Practical,Inorganic,1,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,17,Hard,Award marks for correct readings and calculations.
NECO,2022,Chemistry,Practical,Inorganic,2,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,15,Hard,Award marks for correct readings and calculations.
NECO,2022,Chemistry,Practical,Inorganic,3,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,24,Hard,Award marks for correct readings and calculations.
NECO,2022,Physics,Objective,Electricity,1,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,2,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,3,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,4,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,5,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,6,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,7,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,8,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,9,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Objective,Electricity,10,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
NECO,2022,Physics,Theory,Heat,1,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),14,Easy,Current through conductor is directly proportional to voltage.
NECO,2022,Physics,Theory,Heat,2,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),17,Easy,Current through conductor is directly proportional to voltage.
NECO,2022,Physics,Theory,Heat,3,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),17,Easy,Current through conductor is directly proportional to voltage.
NECO,2022,Physics,Theory,Heat,4,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),20,Easy,Current through conductor is directly proportional to voltage.
NECO,2022,Physics,Theory,Heat,5,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),20,Easy,Current through conductor is directly proportional to voltage.
NECO,2022,Physics,Practical,Optics,1,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,23,Hard,Award marks for accuracy and graph plotting.
NECO,2022,Physics,Practical,Optics,2,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,22,Hard,Award marks for accuracy and graph plotting.
NECO,2022,Physics,Practical,Optics,3,Set up a circuit with a resistor and measure current using an ammeter.,,,,,,Plot I–V graph and determine resistance.,20,Hard,Award marks for accuracy and graph plotting.
NECO,2022,Economics,Objective,Macroeconomics,1,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,2,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,3,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,4,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,5,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,6,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,7,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,8,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,9,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Objective,Macroeconomics,10,What is opportunity cost?,Best alternative forgone,Money spent,Total cost,Production cost,A,,1,Moderate,It’s the next best alternative forgone.
NECO,2022,Economics,Theory,Macroeconomics,1,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",15,Easy,Each must be clearly explained.
NECO,2022,Economics,Theory,Macroeconomics,2,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",17,Easy,Each must be clearly explained.
NECO,2022,Economics,Theory,Macroeconomics,3,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",20,Easy,Each must be clearly explained.
NECO,2022,Economics,Theory,Macroeconomics,4,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",16,Easy,Each must be clearly explained.
NECO,2022,Economics,Theory,Macroeconomics,5,Discuss four functions of money.,,,,,,"Medium of exchange, store of value, unit of account, standard of deferred payment",19,Easy,Each must be clearly explained.
WAEC,2023,Mathematics,Objective,Statistics,1,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,2,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,3,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,4,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,5,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,6,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,7,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,8,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,9,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Objective,Statistics,10,Find x if 3x + 2 = 11,2,3,4,5,B,,1,Easy,3x + 2 = 11 → x = 3
WAEC,2023,Mathematics,Theory,Trigonometry,1,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,10,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2023,Mathematics,Theory,Trigonometry,2,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,11,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2023,Mathematics,Theory,Trigonometry,3,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,14,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2023,Mathematics,Theory,Trigonometry,4,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,18,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2023,Mathematics,Theory,Trigonometry,5,Solve for x in 2x² + 5x - 3 = 0.,,,,,,x = 0.5 or x = -3,19,Easy,Use quadratic formula: (-b ± √b² - 4ac)/2a
WAEC,2023,English,Objective,Vocabulary,1,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,2,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,3,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,4,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,5,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,6,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,7,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,8,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,9,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Objective,Vocabulary,10,Choose the correct word: He ____ to school.,go,goes,gone,going,B,,1,Hard,‘He’ takes singular verb ‘goes’.
WAEC,2023,English,Theory,Vocabulary,1,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",14,Moderate,Focus on moral and civic examples.
WAEC,2023,English,Theory,Vocabulary,2,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",11,Moderate,Focus on moral and civic examples.
WAEC,2023,English,Theory,Vocabulary,3,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",11,Moderate,Focus on moral and civic examples.
WAEC,2023,English,Theory,Vocabulary,4,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",10,Moderate,Focus on moral and civic examples.
WAEC,2023,English,Theory,Vocabulary,5,Write an essay on 'The Importance of Honesty in Society.',,,,,,"Essay should have intro, body, conclusion (250 words)",15,Moderate,Focus on moral and civic examples.
WAEC,2023,Biology,Objective,Human Anatomy,1,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,2,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,3,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,4,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,5,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,6,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,7,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,8,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,9,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Objective,Human Anatomy,10,Which organ pumps blood in the body?,Liver,Heart,Brain,Lung,B,,1,Easy,The heart pumps blood.
WAEC,2023,Biology,Theory,Genetics,1,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,10,Easy,Light and chlorophyll are essential factors.
WAEC,2023,Biology,Theory,Genetics,2,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,11,Easy,Light and chlorophyll are essential factors.
WAEC,2023,Biology,Theory,Genetics,3,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,12,Easy,Light and chlorophyll are essential factors.
WAEC,2023,Biology,Theory,Genetics,4,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,20,Easy,Light and chlorophyll are essential factors.
WAEC,2023,Biology,Theory,Genetics,5,Explain photosynthesis and list two factors affecting it.,,,,,,Photosynthesis: 6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂,20,Easy,Light and chlorophyll are essential factors.
WAEC,2023,Biology,Practical,Genetics,1,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",17,Easy,Award marks for accuracy and labeling.
WAEC,2023,Biology,Practical,Genetics,2,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",24,Easy,Award marks for accuracy and labeling.
WAEC,2023,Biology,Practical,Genetics,3,Observe the given leaf under a microscope and draw its structure.,,,,,,"Diagram labeled with stomata, veins, epidermis.",25,Easy,Award marks for accuracy and labeling.
WAEC,2023,Chemistry,Objective,Inorganic,1,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,2,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,3,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,4,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,5,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,6,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,7,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,8,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,9,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Objective,Inorganic,10,What is the pH of a neutral solution?,7,0,14,1,A,,1,Hard,Neutral solutions have pH 7.
WAEC,2023,Chemistry,Theory,Organic,1,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Easy,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2023,Chemistry,Theory,Organic,2,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,19,Easy,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2023,Chemistry,Theory,Organic,3,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,17,Easy,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2023,Chemistry,Theory,Organic,4,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,15,Easy,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2023,Chemistry,Theory,Organic,5,Describe the laboratory preparation of oxygen gas.,,,,,,Heat potassium chlorate in presence of MnO₂ catalyst.,10,Easy,"Apparatus: test tube, delivery tube, gas jar."
WAEC,2023,Chemistry,Practical,Inorganic,1,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,19,Hard,Award marks for correct readings and calculations.
WAEC,2023,Chemistry,Practical,Inorganic,2,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,16,Hard,Award marks for correct readings and calculations.
WAEC,2023,Chemistry,Practical,Inorganic,3,Titrate NaOH against HCl using phenolphthalein indicator.,,,,,,Record burette readings and calculate molarity.,19,Hard,Award marks for correct readings and calculations.
WAEC,2023,Physics,Objective,Optics,1,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,2,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,3,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,4,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,5,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,6,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,7,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,8,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,9,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Objective,Optics,10,What is the unit of force?,Joule,Watt,Newton,Pascal,C,,1,Easy,The SI unit of force is the Newton.
WAEC,2023,Physics,Theory,Heat,1,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),12,Easy,Current through conductor is directly proportional to voltage.
WAEC,2023,Physics,Theory,Heat,2,State and explain Ohm’s Law.,,,,,,V = IR (Voltage = Current × Resistance),19,Easy,Current through conductor is directly proportional to voltage.
